ID_Pedido,Fecha_Pedido,Estación,ID_Cliente,Segmento_Cliente,Región,País,Categoría_Producto,Unidades_Vendidas,Precio_Unitario,Ingresos,Costo
2239,2024-06-07,Invierno,C1316,Estándar,Centro,Colombia,Ropa,4,95,380,260.28
2240,2025-05-07,Otoño,C1589,Premium,Centro,Chile,Hogar,16,161,2576,1716.01
2241,2025-05-15,Otoño,C6589,Económico,Centro,Perú,Electrónica,8,50,400,278.18
2242,2024-03-03,Otoño,C9286,Económico,Centro,Colombia,Hogar,8,21,168,113.5
2243,2024-12-14,Verano,C3842,Premium,Sur,Colombia,Ropa,15,135,2025,1330.06
2244,2025-01-27,Verano,C6327,Económico,Centro,Colombia,Ropa,13,60,780,433.39
2245,2024-04-13,Otoño,C1861,Premium,Sur,Perú,Deportes,11,196,2156,1198.97
2246,2025-10-22,Primavera,C8749,Premium,Centro,Chile,Electrónica,13,106,1378,916.61
2247,2024-11-15,Primavera,C9250,Económico,Norte,Colombia,Deportes,10,48,480,293.47
2248,2025-01-06,Verano,C4930,Premium,Norte,Perú,Hogar,11,130,1430,912.76
2249,2025-07-06,Invierno,C4528,Estándar,Sur,Chile,Hogar,3,70,210,121.6
2250,2025-07-23,Invierno,C8346,Económico,Centro,Chile,Electrónica,2,62,124,75.14
2251,2024-05-30,Otoño,C1787,Estándar,Norte,Perú,Electrónica,16,90,1440,1052.59
2252,2025-08-26,Invierno,C6319,Premium,Norte,Colombia,Deportes,9,148,1332,942.25
2253,2024-09-24,Primavera,C3674,Estándar,Norte,Colombia,Electrónica,16,112,1792,1025
2254,2024-04-30,Otoño,C5776,Económico,Sur,Chile,Electrónica,10,31,310,230.22
2255,2024-04-15,Otoño,C6628,Estándar,Norte,Chile,Hogar,8,87,696,444.48
2256,2024-02-09,Verano,C1788,Premium,Norte,Chile,Ropa,27,108,2916,1825.05
2257,2025-04-03,Otoño,C2542,Económico,Sur,Chile,Electrónica,12,62,744,550.24
2258,2025-04-20,Otoño,C5162,Económico,Norte,Perú,Electrónica,6,20,120,89.68
2259,2025-04-08,Otoño,C1915,Económico,Sur,Chile,Deportes,6,27,162,111.65
2260,2025-12-13,Verano,C2118,Estándar,Centro,Perú,Electrónica,16,98,1568,910.94
2261,2025-03-26,Otoño,C7492,Premium,Sur,Colombia,Deportes,8,123,984,657.05
2262,2025-08-11,Invierno,C6671,Económico,Centro,Colombia,Deportes,6,69,414,288.02
2263,2025-12-24,Verano,C1817,Premium,Centro,Perú,Hogar,12,142,1704,1204.49
2264,2025-12-11,Verano,C2031,Estándar,Sur,Colombia,Hogar,14,73,1022,597.06
2265,2024-01-10,Verano,C9770,Estándar,Sur,Perú,Deportes,19,52,988,546.83
2266,2025-10-30,Primavera,C7640,Estándar,Centro,Colombia,Deportes,7,105,735,415.44
2267,2025-08-10,Invierno,C3942,Premium,Sur,Chile,Deportes,4,106,424,256.15
2268,2024-11-13,Primavera,C9808,Estándar,Centro,Colombia,Hogar,17,53,901,555.27
2269,2024-09-09,Primavera,C7048,Estándar,Sur,Chile,Electrónica,5,79,395,229.26
2270,2025-12-03,Verano,C3899,Estándar,Centro,Perú,Deportes,26,72,1872,1342.33
2271,2025-05-12,Otoño,C6203,Estándar,Sur,Colombia,Ropa,13,56,728,538.06
2272,2025-06-15,Invierno,C5353,Premium,Sur,Perú,Ropa,2,106,212,157.17
2273,2024-02-03,Verano,C2927,Estándar,Norte,Perú,Ropa,11,71,781,576.02
2274,2024-11-20,Primavera,C6478,Estándar,Norte,Colombia,Ropa,6,108,648,393.28
2275,2025-01-06,Verano,C6731,Económico,Centro,Perú,Hogar,14,23,322,215.77
2276,2025-02-27,Verano,C4383,Económico,Centro,Chile,Electrónica,24,40,960,630.37
2277,2025-07-28,Invierno,C6522,Estándar,Norte,Chile,Electrónica,3,94,282,178.55
2278,2024-03-23,Otoño,C2410,Premium,Norte,Chile,Deportes,17,144,2448,1565.67
2279,2024-01-30,Verano,C9556,Premium,Sur,Perú,Deportes,16,132,2112,1371.59
2280,2024-08-15,Invierno,C1795,Estándar,Norte,Perú,Ropa,4,53,212,150.45
2281,2024-09-04,Primavera,C6618,Estándar,Sur,Perú,Ropa,12,59,708,521.41
2282,2024-04-30,Otoño,C6661,Económico,Norte,Perú,Deportes,7,26,182,122.98
2283,2024-03-24,Otoño,C1660,Premium,Sur,Colombia,Electrónica,14,181,2534,1695.29
2284,2025-09-15,Primavera,C7775,Premium,Centro,Chile,Deportes,11,166,1826,1267.49
2285,2024-03-26,Otoño,C6648,Económico,Sur,Chile,Hogar,11,49,539,378.51
2286,2025-03-30,Otoño,C3523,Premium,Norte,Chile,Electrónica,15,179,2685,1817.39
2287,2025-07-14,Invierno,C1957,Estándar,Centro,Chile,Hogar,2,109,218,146.4
2288,2025-08-02,Invierno,C1447,Estándar,Sur,Perú,Deportes,6,80,480,271.06
2289,2025-01-23,Verano,C2244,Premium,Norte,Perú,Electrónica,20,199,3980,2332.58
2290,2025-04-09,Otoño,C7390,Estándar,Sur,Perú,Ropa,12,51,612,395.9
2291,2024-10-13,Primavera,C8989,Estándar,Centro,Perú,Hogar,7,57,399,221.18
2292,2025-09-28,Primavera,C1734,Económico,Centro,Chile,Deportes,17,59,1003,636.8
2293,2025-11-22,Primavera,C1235,Premium,Sur,Chile,Deportes,16,111,1776,1127.94
2294,2024-07-15,Invierno,C1482,Estándar,Norte,Chile,Ropa,3,82,246,141.36
2295,2024-04-25,Otoño,C8168,Estándar,Norte,Chile,Deportes,7,86,602,354.19
2296,2024-12-06,Verano,C7983,Estándar,Sur,Perú,Deportes,28,53,1484,985.78
2297,2025-03-10,Otoño,C3022,Económico,Norte,Perú,Ropa,10,40,400,237.48
2298,2025-11-14,Primavera,C3139,Premium,Centro,Perú,Hogar,16,178,2848,1976.04
2299,2024-10-02,Primavera,C9015,Estándar,Sur,Colombia,Ropa,9,94,846,529.81
2300,2025-04-24,Otoño,C2054,Estándar,Centro,Chile,Hogar,12,97,1164,726.86
2301,2024-05-05,Otoño,C6797,Premium,Sur,Chile,Hogar,10,186,1860,1391.65
2302,2024-12-28,Verano,C5815,Económico,Norte,Chile,Deportes,26,68,1768,1007.54
2303,2024-01-22,Verano,C7186,Estándar,Centro,Perú,Ropa,20,111,2220,1631
2304,2024-03-25,Otoño,C2457,Estándar,Norte,Colombia,Ropa,6,69,414,248.06
2305,2024-06-19,Invierno,C8770,Económico,Norte,Perú,Deportes,3,20,60,44.75
2306,2025-02-04,Verano,C3558,Premium,Sur,Colombia,Ropa,9,109,981,572.46
2307,2024-08-28,Invierno,C4723,Estándar,Sur,Chile,Hogar,2,111,222,148.53
2308,2024-01-15,Verano,C1627,Estándar,Sur,Chile,Hogar,13,78,1014,723.01
2309,2024-09-30,Primavera,C9410,Estándar,Sur,Chile,Deportes,9,63,567,391.8
2310,2025-11-07,Primavera,C3460,Estándar,Norte,Perú,Electrónica,5,62,310,180.06
2311,2025-07-07,Invierno,C7908,Estándar,Centro,Perú,Hogar,2,86,172,111.25
2312,2025-08-20,Invierno,C4559,Estándar,Norte,Perú,Electrónica,8,57,456,325
2313,2025-01-20,Verano,C1444,Económico,Norte,Chile,Hogar,14,45,630,436.4
2314,2025-10-30,Primavera,C9643,Estándar,Sur,Chile,Electrónica,9,93,837,615.88
2315,2024-11-10,Primavera,C2266,Estándar,Sur,Colombia,Deportes,11,87,957,600.05
2316,2025-11-29,Primavera,C1137,Estándar,Centro,Perú,Electrónica,7,88,616,378.44
2317,2025-01-07,Verano,C3626,Estándar,Centro,Chile,Electrónica,20,62,1240,741.09
2318,2024-11-06,Primavera,C5511,Económico,Centro,Perú,Deportes,14,65,910,563.54
2319,2024-04-28,Otoño,C4738,Premium,Norte,Chile,Deportes,17,147,2499,1427.72
2320,2024-06-06,Invierno,C4086,Estándar,Centro,Colombia,Deportes,9,115,1035,682.56
2321,2025-10-15,Primavera,C7723,Estándar,Sur,Chile,Electrónica,13,58,754,462.95
2322,2024-01-27,Verano,C5590,Estándar,Norte,Perú,Electrónica,17,81,1377,926.06
2323,2025-03-12,Otoño,C4797,Estándar,Sur,Colombia,Deportes,11,119,1309,807.76
2324,2024-03-06,Otoño,C7824,Estándar,Centro,Colombia,Ropa,15,57,855,551.22
2325,2025-03-27,Otoño,C8617,Premium,Centro,Perú,Hogar,14,103,1442,1054.09
2326,2024-06-14,Invierno,C3729,Económico,Norte,Perú,Hogar,2,56,112,80.95
2327,2025-05-11,Otoño,C4336,Económico,Sur,Colombia,Electrónica,8,51,408,276.16
2328,2024-01-19,Verano,C9045,Premium,Sur,Perú,Deportes,12,199,2388,1664.05
2329,2024-02-10,Verano,C9950,Estándar,Sur,Colombia,Hogar,18,117,2106,1314.38
2330,2024-04-18,Otoño,C6044,Económico,Centro,Perú,Ropa,8,51,408,241.38
2331,2025-06-03,Invierno,C6742,Estándar,Centro,Perú,Deportes,3,112,336,239.6
2332,2024-07-24,Invierno,C8577,Premium,Sur,Colombia,Deportes,11,192,2112,1442.63
2333,2024-03-20,Otoño,C3000,Económico,Sur,Perú,Electrónica,14,64,896,640.21
2334,2024-01-05,Verano,C4911,Estándar,Centro,Chile,Ropa,18,110,1980,1392.01
2335,2024-01-01,Verano,C1054,Premium,Centro,Chile,Electrónica,26,121,3146,2030.15
2336,2025-10-22,Primavera,C7612,Premium,Centro,Perú,Deportes,15,132,1980,1284.91
2337,2025-05-21,Otoño,C8633,Estándar,Norte,Perú,Deportes,14,107,1498,1113.83
2338,2024-02-15,Verano,C8834,Estándar,Sur,Perú,Ropa,24,60,1440,895.23
2339,2025-09-17,Primavera,C6796,Económico,Centro,Chile,Ropa,17,51,867,486.53
2340,2025-11-02,Primavera,C5508,Económico,Sur,Colombia,Ropa,12,40,480,269.73
2341,2024-06-22,Invierno,C5430,Premium,Norte,Colombia,Ropa,7,189,1323,836.8
2342,2025-06-12,Invierno,C5427,Premium,Centro,Perú,Ropa,8,144,1152,825.3
2343,2025-09-06,Primavera,C7947,Económico,Sur,Perú,Electrónica,15,48,720,444.52
2344,2024-09-15,Primavera,C3496,Estándar,Norte,Perú,Hogar,6,54,324,198.93
2345,2025-11-18,Primavera,C8666,Estándar,Centro,Chile,Deportes,12,51,612,363.92
2346,2025-01-29,Verano,C6929,Económico,Norte,Colombia,Ropa,15,29,435,313.02
2347,2024-12-14,Verano,C3630,Económico,Centro,Chile,Hogar,16,40,640,370.55
2348,2024-06-23,Invierno,C5666,Estándar,Sur,Perú,Hogar,6,54,324,211.54
2349,2024-05-05,Otoño,C4117,Premium,Norte,Colombia,Deportes,8,126,1008,574.79
2350,2024-02-20,Verano,C2304,Estándar,Sur,Chile,Hogar,20,66,1320,853.08
2351,2025-04-23,Otoño,C7390,Económico,Centro,Chile,Electrónica,6,20,120,71.76
2352,2024-11-15,Primavera,C2019,Estándar,Sur,Perú,Deportes,16,98,1568,899.56
2353,2025-09-01,Primavera,C3694,Estándar,Sur,Chile,Ropa,14,69,966,630.12
2354,2024-02-26,Verano,C8901,Estándar,Centro,Colombia,Ropa,8,101,808,524.51
2355,2025-12-03,Verano,C2694,Premium,Centro,Chile,Ropa,28,115,3220,1977.67
2356,2024-08-15,Invierno,C8141,Estándar,Centro,Perú,Hogar,6,56,336,192.82
2357,2024-09-21,Primavera,C8762,Estándar,Norte,Colombia,Deportes,16,51,816,606
2358,2024-05-26,Otoño,C6309,Estándar,Norte,Colombia,Electrónica,5,119,595,374.62
2359,2025-03-27,Otoño,C7281,Premium,Centro,Perú,Ropa,7,103,721,533.93
2360,2025-03-07,Otoño,C8446,Premium,Sur,Colombia,Electrónica,12,141,1692,1185.53
2361,2025-07-19,Invierno,C5294,Estándar,Norte,Perú,Deportes,3,101,303,166.68
2362,2024-07-11,Invierno,C6069,Premium,Norte,Colombia,Electrónica,10,155,1550,1039.67
2363,2025-03-27,Otoño,C2776,Económico,Norte,Perú,Deportes,13,44,572,319.58
2364,2024-12-15,Verano,C4115,Estándar,Norte,Perú,Ropa,18,86,1548,942.87
2365,2025-05-13,Otoño,C6459,Económico,Centro,Perú,Ropa,15,27,405,287.82
2366,2024-02-29,Verano,C7042,Estándar,Sur,Chile,Hogar,21,86,1806,1016.06
2367,2025-06-20,Invierno,C7257,Premium,Centro,Colombia,Ropa,8,189,1512,1022.49
2368,2024-11-11,Primavera,C7308,Premium,Centro,Perú,Electrónica,8,132,1056,660.04
2369,2024-09-06,Primavera,C9654,Estándar,Sur,Perú,Deportes,13,65,845,530.67
2370,2024-04-14,Otoño,C2265,Estándar,Norte,Chile,Deportes,9,63,567,322.36
2371,2025-08-24,Invierno,C3580,Premium,Sur,Chile,Deportes,6,100,600,409.68
2372,2024-11-04,Primavera,C5798,Premium,Sur,Colombia,Electrónica,12,142,1704,1251.78
2373,2024-11-14,Primavera,C2640,Estándar,Norte,Chile,Ropa,8,54,432,287.41
2374,2024-08-19,Invierno,C5946,Estándar,Norte,Chile,Electrónica,4,53,212,143.57
2375,2025-06-02,Invierno,C3801,Estándar,Norte,Colombia,Electrónica,5,88,440,322.61
2376,2024-10-12,Primavera,C9779,Estándar,Sur,Perú,Electrónica,13,57,741,441.3
2377,2024-09-09,Primavera,C8166,Económico,Sur,Chile,Hogar,10,68,680,491.5
2378,2025-05-29,Otoño,C6801,Estándar,Centro,Colombia,Electrónica,14,104,1456,1021.11
2379,2025-04-03,Otoño,C5075,Estándar,Sur,Colombia,Deportes,14,89,1246,827.74
2380,2025-06-04,Invierno,C8512,Estándar,Centro,Perú,Electrónica,5,72,360,224.59
2381,2024-01-27,Verano,C7144,Premium,Centro,Chile,Hogar,21,107,2247,1522.87
2382,2024-07-09,Invierno,C2908,Premium,Centro,Perú,Ropa,6,157,942,694.01
2383,2025-10-16,Primavera,C7516,Premium,Centro,Chile,Deportes,7,160,1120,683.46
2384,2025-10-26,Primavera,C4949,Económico,Sur,Perú,Hogar,5,33,165,123.11
2385,2024-07-29,Invierno,C7825,Estándar,Sur,Colombia,Ropa,4,50,200,143.5
2386,2025-07-17,Invierno,C3797,Premium,Centro,Perú,Electrónica,3,184,552,378.48
2387,2025-10-23,Primavera,C7852,Estándar,Sur,Perú,Ropa,15,113,1695,932.88
2388,2025-03-07,Otoño,C1092,Estándar,Centro,Colombia,Hogar,5,93,465,324.78
2389,2025-12-06,Verano,C9773,Premium,Centro,Chile,Ropa,20,172,3440,2071.46
2390,2024-01-02,Verano,C7469,Estándar,Norte,Perú,Hogar,11,68,748,537.81
2391,2024-10-14,Primavera,C9288,Estándar,Centro,Chile,Deportes,5,97,485,266.96
2392,2024-06-18,Invierno,C8564,Premium,Centro,Perú,Deportes,7,189,1323,752.74
2393,2024-06-20,Invierno,C4012,Económico,Sur,Chile,Electrónica,4,66,264,187.44
2394,2024-06-20,Invierno,C7197,Premium,Centro,Perú,Hogar,2,115,230,157.13
2395,2024-03-07,Otoño,C1807,Económico,Sur,Perú,Electrónica,15,44,660,475.65
2396,2025-05-14,Otoño,C4034,Económico,Sur,Colombia,Ropa,13,62,806,598.01
2397,2024-05-11,Otoño,C4107,Premium,Centro,Perú,Hogar,13,162,2106,1373.73
2398,2024-03-18,Otoño,C6941,Premium,Norte,Chile,Hogar,9,149,1341,903.18
2399,2024-10-25,Primavera,C2665,Estándar,Norte,Chile,Hogar,5,93,465,308.47
2400,2025-06-22,Invierno,C5684,Económico,Centro,Perú,Deportes,4,21,84,61.38
2401,2025-04-29,Otoño,C5256,Estándar,Norte,Perú,Electrónica,15,118,1770,1087.7
2402,2024-03-08,Otoño,C9296,Estándar,Centro,Colombia,Electrónica,16,94,1504,1092.61
2403,2025-10-14,Primavera,C2446,Estándar,Norte,Perú,Ropa,16,115,1840,1285.34
2404,2025-12-29,Verano,C1732,Económico,Centro,Perú,Ropa,24,32,768,508.24
2405,2025-05-03,Otoño,C4158,Estándar,Norte,Chile,Deportes,10,71,710,462.73
2406,2025-10-24,Primavera,C5504,Económico,Centro,Perú,Hogar,10,40,400,222.24
2407,2024-10-03,Primavera,C8606,Económico,Centro,Perú,Hogar,12,32,384,259.66
2408,2025-11-10,Primavera,C9121,Premium,Sur,Colombia,Electrónica,10,196,1960,1441.96
2409,2024-07-04,Invierno,C1694,Premium,Centro,Colombia,Electrónica,6,152,912,583.74
2410,2025-04-06,Otoño,C8327,Estándar,Centro,Colombia,Deportes,12,96,1152,655.11
2411,2025-08-31,Invierno,C9898,Estándar,Norte,Chile,Deportes,1,54,54,31.85
2412,2024-01-27,Verano,C8775,Económico,Centro,Perú,Ropa,23,47,1081,602.18
2413,2024-12-31,Verano,C2582,Premium,Norte,Colombia,Ropa,12,104,1248,787.94
2414,2024-07-18,Invierno,C5402,Económico,Sur,Colombia,Ropa,10,28,280,165.28
2415,2025-01-07,Verano,C6223,Estándar,Centro,Perú,Ropa,14,89,1246,764.69
2416,2024-12-31,Verano,C8730,Premium,Centro,Perú,Ropa,21,105,2205,1579.83
2417,2024-03-28,Otoño,C5411,Premium,Norte,Perú,Hogar,14,171,2394,1345.03
2418,2025-07-02,Invierno,C4926,Estándar,Sur,Colombia,Ropa,7,111,777,428.32
2419,2024-09-13,Primavera,C6597,Premium,Norte,Perú,Electrónica,13,148,1924,1085.8
2420,2025-12-27,Verano,C5310,Estándar,Norte,Colombia,Hogar,9,56,504,288.45
2421,2025-04-02,Otoño,C2767,Estándar,Sur,Colombia,Deportes,8,110,880,584.43
2422,2024-12-16,Verano,C1485,Económico,Centro,Perú,Deportes,16,21,336,214.28
2423,2024-09-09,Primavera,C4539,Estándar,Norte,Chile,Hogar,16,80,1280,814.62
2424,2025-08-22,Invierno,C5579,Estándar,Sur,Chile,Electrónica,4,88,352,221.14
2425,2025-11-21,Primavera,C9090,Premium,Sur,Perú,Ropa,14,179,2506,1422.06
2426,2024-04-04,Otoño,C7658,Premium,Norte,Chile,Hogar,9,175,1575,1072.44
2427,2025-05-29,Otoño,C5660,Premium,Centro,Chile,Deportes,17,180,3060,2132.62
2428,2024-05-19,Otoño,C9920,Estándar,Norte,Chile,Deportes,16,89,1424,823.71
2429,2025-05-24,Otoño,C6104,Estándar,Centro,Colombia,Electrónica,16,73,1168,705.08
2430,2024-11-25,Primavera,C9372,Estándar,Norte,Perú,Ropa,10,113,1130,773.05
2431,2025-08-02,Invierno,C9444,Económico,Centro,Perú,Ropa,7,23,161,93.3
2432,2024-08-08,Invierno,C7339,Estándar,Norte,Perú,Ropa,9,93,837,596.51
2433,2024-01-02,Verano,C4664,Premium,Norte,Colombia,Ropa,14,149,2086,1371.68
2434,2024-12-12,Verano,C6326,Estándar,Sur,Colombia,Electrónica,9,64,576,361.25
2435,2024-09-14,Primavera,C7271,Estándar,Norte,Colombia,Deportes,15,79,1185,835.34
2436,2025-09-19,Primavera,C5993,Económico,Centro,Chile,Deportes,14,51,714,488.17
2437,2025-10-19,Primavera,C3470,Premium,Sur,Perú,Hogar,6,161,966,689.72
2438,2024-06-30,Invierno,C1528,Premium,Norte,Perú,Hogar,4,128,512,317.54
2439,2025-02-17,Verano,C8041,Estándar,Sur,Perú,Electrónica,21,113,2373,1622.59
2440,2024-12-14,Verano,C9785,Premium,Sur,Chile,Electrónica,21,115,2415,1626.48
2441,2025-05-13,Otoño,C4471,Estándar,Norte,Colombia,Ropa,12,70,840,614.33
2442,2024-12-07,Verano,C7966,Económico,Norte,Perú,Ropa,12,37,444,283.45
2443,2024-10-19,Primavera,C9486,Estándar,Sur,Colombia,Hogar,15,98,1470,923.25
2444,2024-05-22,Otoño,C8850,Premium,Sur,Chile,Ropa,11,191,2101,1233.88
2445,2024-01-10,Verano,C1863,Económico,Norte,Chile,Electrónica,21,33,693,383.06
2446,2025-03-26,Otoño,C9334,Estándar,Norte,Perú,Electrónica,15,63,945,670.8
2447,2025-11-11,Primavera,C9555,Estándar,Sur,Perú,Hogar,6,66,396,259.1
2448,2024-08-30,Invierno,C7227,Económico,Centro,Perú,Electrónica,4,34,136,75.17
2449,2024-05-20,Otoño,C4443,Estándar,Norte,Perú,Deportes,10,68,680,387.18
2450,2025-01-18,Verano,C6602,Estándar,Centro,Chile,Deportes,24,76,1824,1096.93
2451,2025-06-14,Invierno,C5433,Estándar,Norte,Perú,Hogar,4,81,324,192.9
2452,2024-05-29,Otoño,C6831,Premium,Centro,Perú,Deportes,12,105,1260,915.54
2453,2024-08-13,Invierno,C6030,Estándar,Norte,Perú,Hogar,8,59,472,268.24
2454,2024-08-20,Invierno,C8513,Estándar,Sur,Colombia,Ropa,7,71,497,359.1
2455,2025-04-23,Otoño,C6094,Premium,Centro,Perú,Electrónica,14,161,2254,1319.3
2456,2025-03-04,Otoño,C9463,Premium,Centro,Perú,Electrónica,16,105,1680,1004.53
2457,2025-05-09,Otoño,C2702,Estándar,Centro,Perú,Ropa,7,97,679,434.04
2458,2025-12-09,Verano,C5281,Premium,Sur,Colombia,Hogar,19,194,3686,2616.29
2459,2025-02-10,Verano,C1977,Premium,Norte,Chile,Ropa,24,139,3336,2026.55
2460,2025-01-19,Verano,C3287,Estándar,Norte,Chile,Electrónica,12,75,900,621.99
2461,2024-12-29,Verano,C6402,Premium,Centro,Perú,Electrónica,15,142,2130,1501.51
2462,2025-10-04,Primavera,C3560,Estándar,Norte,Perú,Hogar,6,66,396,278.27
2463,2024-01-03,Verano,C1089,Premium,Norte,Perú,Hogar,16,145,2320,1424.43
2464,2024-04-26,Otoño,C2303,Estándar,Sur,Chile,Deportes,7,118,826,509.06
2465,2024-05-21,Otoño,C6951,Estándar,Centro,Chile,Electrónica,11,71,781,463.65
2466,2024-05-24,Otoño,C9318,Premium,Centro,Colombia,Hogar,12,194,2328,1418.06
2467,2025-01-09,Verano,C9526,Premium,Centro,Chile,Hogar,17,173,2941,2164.27
2468,2025-05-12,Otoño,C9983,Estándar,Norte,Colombia,Deportes,15,75,1125,809.78
2469,2024-08-31,Invierno,C8096,Económico,Centro,Colombia,Hogar,4,40,160,92.9
2470,2024-01-24,Verano,C6923,Estándar,Sur,Chile,Electrónica,12,61,732,463.67
2471,2025-02-20,Verano,C4073,Estándar,Sur,Colombia,Hogar,16,66,1056,719.78
2472,2025-01-16,Verano,C9676,Económico,Sur,Colombia,Deportes,20,22,440,280.38
2473,2024-07-06,Invierno,C4736,Económico,Norte,Perú,Electrónica,3,54,162,99.94
2474,2024-11-16,Primavera,C7127,Estándar,Sur,Perú,Hogar,10,117,1170,772.1
2475,2025-06-25,Invierno,C8964,Premium,Norte,Chile,Electrónica,3,187,561,418.25
2476,2024-12-17,Verano,C1384,Estándar,Centro,Perú,Electrónica,13,62,806,578.45
2477,2025-05-09,Otoño,C7606,Estándar,Norte,Colombia,Deportes,16,50,800,464.5
2478,2025-01-07,Verano,C7102,Económico,Norte,Chile,Ropa,15,48,720,442.23
2479,2024-04-03,Otoño,C1925,Estándar,Sur,Perú,Ropa,9,103,927,516.18
2480,2025-03-24,Otoño,C5052,Estándar,Centro,Colombia,Deportes,16,102,1632,921.45
2481,2024-04-04,Otoño,C8026,Estándar,Norte,Chile,Hogar,17,74,1258,908.05
2482,2025-12-25,Verano,C7446,Premium,Sur,Perú,Ropa,12,130,1560,1053
2483,2024-12-09,Verano,C6863,Estándar,Sur,Colombia,Ropa,14,71,994,574.81
2484,2024-12-01,Verano,C7684,Estándar,Norte,Colombia,Ropa,19,89,1691,1097.94
2485,2024-04-15,Otoño,C6076,Premium,Norte,Colombia,Electrónica,15,109,1635,1100.57
2486,2025-11-15,Primavera,C1967,Estándar,Sur,Perú,Electrónica,15,56,840,469.45
2487,2025-11-03,Primavera,C5181,Económico,Centro,Perú,Ropa,5,49,245,142.14
2488,2025-11-30,Primavera,C2748,Estándar,Norte,Chile,Ropa,12,94,1128,674.25
2489,2024-01-20,Verano,C4697,Estándar,Sur,Chile,Electrónica,25,86,2150,1246.82
2490,2025-12-13,Verano,C8405,Premium,Centro,Colombia,Hogar,15,164,2460,1650.02
2491,2024-05-07,Otoño,C7268,Estándar,Norte,Perú,Deportes,6,101,606,430.74
2492,2024-02-24,Verano,C9816,Estándar,Norte,Chile,Electrónica,28,99,2772,1526.97
2493,2025-12-13,Verano,C8373,Estándar,Norte,Colombia,Hogar,16,94,1504,1095.77
2494,2025-01-22,Verano,C1812,Estándar,Centro,Colombia,Hogar,12,75,900,564.4
2495,2025-01-30,Verano,C3651,Estándar,Norte,Chile,Electrónica,16,114,1824,1038.27
2496,2024-06-21,Invierno,C9570,Premium,Norte,Perú,Hogar,9,153,1377,1008.64
2497,2024-06-05,Invierno,C1065,Estándar,Norte,Perú,Hogar,8,112,896,643.21
2498,2025-12-24,Verano,C7197,Estándar,Sur,Perú,Electrónica,12,93,1116,634.07
2499,2024-12-28,Verano,C6496,Estándar,Centro,Chile,Deportes,27,113,3051,2170.44
2500,2024-10-27,Primavera,C5107,Estándar,Sur,Colombia,Ropa,11,71,781,568.77
2501,2024-03-17,Otoño,C1675,Premium,Norte,Perú,Hogar,13,106,1378,809.71
2502,2024-11-02,Primavera,C5648,Estándar,Norte,Colombia,Electrónica,11,57,627,441.29
2503,2025-06-16,Invierno,C2248,Económico,Centro,Chile,Deportes,2,48,96,62.82
2504,2024-07-03,Invierno,C7712,Premium,Norte,Colombia,Electrónica,10,174,1740,1184.99
2505,2024-04-30,Otoño,C7995,Premium,Norte,Chile,Hogar,11,175,1925,1308.13
2506,2025-03-04,Otoño,C8778,Estándar,Norte,Colombia,Hogar,9,77,693,492.46
2507,2025-10-20,Primavera,C3257,Premium,Sur,Perú,Ropa,13,162,2106,1179.86
2508,2024-11-02,Primavera,C1315,Premium,Norte,Chile,Electrónica,6,198,1188,755.69
2509,2024-09-02,Primavera,C3321,Estándar,Sur,Colombia,Electrónica,11,85,935,606.1
2510,2024-10-27,Primavera,C7698,Premium,Norte,Perú,Ropa,16,122,1952,1099.86
2511,2024-07-10,Invierno,C3239,Estándar,Sur,Perú,Hogar,9,109,981,677.23
2512,2025-05-12,Otoño,C4150,Premium,Sur,Chile,Electrónica,15,108,1620,1016.83
2513,2024-07-29,Invierno,C2150,Económico,Sur,Colombia,Electrónica,5,31,155,93.58
2514,2024-12-22,Verano,C4295,Estándar,Norte,Chile,Hogar,15,95,1425,904.16
2515,2024-11-07,Primavera,C9637,Económico,Centro,Colombia,Hogar,12,61,732,411.65
2516,2025-02-22,Verano,C1029,Premium,Sur,Chile,Deportes,20,100,2000,1279.15
2517,2025-12-16,Verano,C5972,Estándar,Norte,Chile,Electrónica,17,108,1836,1310.51
2518,2024-10-07,Primavera,C4568,Económico,Sur,Perú,Ropa,8,32,256,153.29
2519,2024-11-24,Primavera,C4419,Económico,Centro,Perú,Electrónica,16,48,768,507.45
2520,2024-08-17,Invierno,C5219,Estándar,Centro,Colombia,Deportes,5,66,330,197.19
2521,2025-11-22,Primavera,C2971,Premium,Norte,Chile,Hogar,12,189,2268,1289.36
2522,2025-12-08,Verano,C8533,Premium,Centro,Colombia,Deportes,21,147,3087,2229.52
2523,2024-07-12,Invierno,C5399,Premium,Centro,Perú,Deportes,5,156,780,577.78
2524,2025-11-20,Primavera,C5261,Premium,Centro,Chile,Deportes,10,144,1440,1079.52
2525,2025-10-28,Primavera,C3585,Estándar,Centro,Perú,Deportes,10,52,520,306.18
2526,2024-08-02,Invierno,C4705,Premium,Norte,Perú,Electrónica,9,103,927,543.81
2527,2025-07-02,Invierno,C8680,Premium,Sur,Colombia,Deportes,8,135,1080,773.16
2528,2024-05-14,Otoño,C5997,Estándar,Centro,Chile,Hogar,6,96,576,336.49
2529,2025-05-24,Otoño,C5859,Estándar,Norte,Perú,Ropa,12,110,1320,786
2530,2024-09-06,Primavera,C3947,Premium,Centro,Colombia,Deportes,11,166,1826,1137.6
2531,2024-05-12,Otoño,C5023,Premium,Centro,Perú,Ropa,16,155,2480,1857.99
